label,filename,filepath,file_size,filename_length,extension_count,has_double_extension,has_uppercase_extension,has_unicode_control_char,special_char_ratio,extension_category,is_executable_extension,is_script_extension,is_macro_document,is_archive_extension,is_unknown_extension,magic_bytes_known,magic_bytes_valid,extension_mime_mismatch,claimed_mime_mismatch,embedded_file_signature_count,byte_entropy,header_entropy,printable_ratio,null_byte_ratio,unique_byte_count,url_count,ip_address_count,base64_candidate_count,suspicious_command_count,execution_api_count,network_api_count,obfuscation_pattern_count,suspicious_string_count,archive_entry_count,executable_entry_count,script_entry_count,archive_depth,compression_ratio,archive_bomb_suspected
malware,0eccf6efc811048091423c64c7ed8726d3ae9d269a31f5ab013360adc54b6fc4.exe,data\raw\malware\0eccf6efc811048091423c64c7ed8726d3ae9d269a31f5ab013360adc54b6fc4.exe,283160,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,7.607727193185985,5.02230934030595,0.3138720158214437,0.0774791637236897,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,48bb6fd2791074d268a49c4d74c979defd436d9f6d50befe1fba6e5ff4504888.exe,data\raw\benign\48bb6fd2791074d268a49c4d74c979defd436d9f6d50befe1fba6e5ff4504888.exe,60928,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,6.382147838065228,4.609709612849358,0.3550912552521008,0.2079503676470588,256,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0
benign,0dfd9b9733913d7e1fc1ca19798b9ed57c2d4138ae5fa1ad9c6e12f1dee7062c.exe,data\raw\benign\0dfd9b9733913d7e1fc1ca19798b9ed57c2d4138ae5fa1ad9c6e12f1dee7062c.exe,21504,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,5.176639995654751,5.048776967828104,0.2963634672619047,0.3929036458333333,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,1f883d709b899a3cf4bd2fadb9ecea9442da06e692bd530c9670dc6fba56cb77.exe,data\raw\malware\1f883d709b899a3cf4bd2fadb9ecea9442da06e692bd530c9670dc6fba56cb77.exe,263680,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,6,7.803499281963187,5.583867863673347,0.3507736650485437,0.065014411407767,256,0,0,2,0,0,0,2,2,0,0,0,0,0.0,0
benign,3e95000db27b940bd46d62b8117ea9f3bd4ea9ee203fc54d1244deb429e6785f.exe,data\raw\benign\3e95000db27b940bd46d62b8117ea9f3bd4ea9ee203fc54d1244deb429e6785f.exe,52120,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,6.05792294299707,5.4840415022728966,0.4021872601688411,0.2857252494244052,256,20,1,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,0bb16011515c29ac39f90bc88e4b7526fb83565a9b00e118d1e72e9456ed0420.exe,data\raw\malware\0bb16011515c29ac39f90bc88e4b7526fb83565a9b00e118d1e72e9456ed0420.exe,140840,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,6.870672287406765,5.584376514749136,0.3365166145981255,0.2008662311843226,256,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,3c74a09df3339d1064031c49d0584a42052925b99ba4ed6500a20511a8214eb2.ole,data\raw\malware\3c74a09df3339d1064031c49d0584a42052925b99ba4ed6500a20511a8214eb2.ole,134423,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,8,5.935935815070245,3.5110865123159365,0.3140905946155048,0.3325844535533354,256,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2d8f16dda50fb25936debfad6fd029d0ef024c622c83d87f95a6cb0e15d8d2db.exe,data\raw\malware\2d8f16dda50fb25936debfad6fd029d0ef024c622c83d87f95a6cb0e15d8d2db.exe,433664,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,5,7.873545703404984,6.102526619881003,0.3511797151711924,0.040303091794569,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,2b70c56855937a6f0ff82113f8d934641ad9e829b976a4435c805f42b349bdd0.exe,data\raw\benign\2b70c56855937a6f0ff82113f8d934641ad9e829b976a4435c805f42b349bdd0.exe,75536,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,6.249060208859638,5.614242450992048,0.3795276424486337,0.243751323872061,256,20,1,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,6a79c28a86d7c88e8179cdaba8d357bbb9dab05bea990c026b67a594c2fc3372.exe,data\raw\benign\6a79c28a86d7c88e8179cdaba8d357bbb9dab05bea990c026b67a594c2fc3372.exe,126736,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,5.861261896211234,0.4708968032547843,0.2142090645120565,0.33533486933468,256,7,3,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,2e7b459f7c57f287f59f382f5d37d29b4c7889c82ea012bf3837b0b732de3c49.exe,data\raw\benign\2e7b459f7c57f287f59f382f5d37d29b4c7889c82ea012bf3837b0b732de3c49.exe,39424,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,6.311506284035852,5.430052485825005,0.2763291396103896,0.1505428165584415,256,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2dfcc98d048387e918ca0274adbdeb76fdd7d91a3d75284c7fbcd4898fcd430e.ole,data\raw\malware\2dfcc98d048387e918ca0274adbdeb76fdd7d91a3d75284c7fbcd4898fcd430e.ole,26578,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,1,0,0,,35,7.483760428004647,6.101970466378464,0.3629317480623071,0.1256678455865753,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,0a83754a6e03d367af7e4a181df496b5d643d69915a4702e91c5e5b2c4918859.exe,data\raw\malware\0a83754a6e03d367af7e4a181df496b5d643d69915a4702e91c5e5b2c4918859.exe,413696,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,4,7.6755257107369825,0.6752756446133303,0.3356280940594059,0.096167233910891,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,0d84e593ad8e1dd41bef3e64b05ad4cc39d61da41308a29143dc2b0447ee3386.exe,data\raw\malware\0d84e593ad8e1dd41bef3e64b05ad4cc39d61da41308a29143dc2b0447ee3386.exe,208896,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,6.441059593024429,0.9037575607359648,0.3114037607230392,0.2045659083946078,256,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,3b812075fee45f45ae2d9801c25eb4cadef412b703a1df9c29060bad61fbb039.exe,data\raw\benign\3b812075fee45f45ae2d9801c25eb4cadef412b703a1df9c29060bad61fbb039.exe,50888,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,6.197095634616753,5.63280871065941,0.360045590315988,0.274917465807263,256,16,0,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,c34cc55cb45a4721c16e724df45e21f772506e463d7ef79fd67d4db412973b7c.exe,data\raw\benign\c34cc55cb45a4721c16e724df45e21f772506e463d7ef79fd67d4db412973b7c.exe,46952,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,4.935021640109887,0.4220850103164879,0.3035866416766059,0.4430695178054183,256,5,2,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,0ab742ec02156c19db6208c1c9ff32c7ff5805bba349f6ba9d4646ade55206c9.exe,data\raw\malware\0ab742ec02156c19db6208c1c9ff32c7ff5805bba349f6ba9d4646ade55206c9.exe,393216,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,7.730987249078693,0.6572109145275549,0.338971455891927,0.0846583048502604,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,0d47722f675e4a08398ebdcc750ade6c6b32c44acdf74769642b32a57d1675b5.exe,data\raw\malware\0d47722f675e4a08398ebdcc750ade6c6b32c44acdf74769642b32a57d1675b5.exe,164864,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,7.859150042418494,6.600864976583189,0.3568759704968944,0.0428110442546583,256,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,86f32f026eb0dd6a4d547179e5c0cb326c8c259bd791012e54a6f98455799887.exe,data\raw\benign\86f32f026eb0dd6a4d547179e5c0cb326c8c259bd791012e54a6f98455799887.exe,251160,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,6.371485043372323,5.106476822123152,0.2923594521420608,0.1602922439878961,256,8,0,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,d591c1fa5490022d011d0babc427cfc0576c56c153d48b3c8d55e25296a16660.exe,data\raw\benign\d591c1fa5490022d011d0babc427cfc0576c56c153d48b3c8d55e25296a16660.exe,38912,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,5.602869958253766,5.517634353985227,0.3381990131578947,0.3106239720394737,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,3422f2fbef0b4135b4e85c7bcfeaccc2a399ab2681080bc53733628af6b215b6.exe,data\raw\benign\3422f2fbef0b4135b4e85c7bcfeaccc2a399ab2681080bc53733628af6b215b6.exe,258240,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,5.960982051882142,5.614681832639796,0.2935408921933085,0.2935292750929368,256,14,1,2,0,0,0,2,2,0,0,0,0,0.0,0
benign,26095cd531cc7ee2a9fe36c64be7ba8df3f912e881f085c32bd485d34c960eaf.ole,data\raw\benign\26095cd531cc7ee2a9fe36c64be7ba8df3f912e881f085c32bd485d34c960eaf.ole,39424,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,0,3.0210122418847223,3.77612738747106,0.1658887987012987,0.664848823051948,240,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,c7739012562be8188e394bbefcaaf04358f48a8043511c72d4baba664241fead.exe,data\raw\benign\c7739012562be8188e394bbefcaaf04358f48a8043511c72d4baba664241fead.exe,53248,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,5.490294894638699,5.575698742898251,0.3530085637019231,0.3374962439903846,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,1af2687720617c563f1dd97d52df5be576dc5d26bf2b96673420d6bc5824e407.exe,data\raw\malware\1af2687720617c563f1dd97d52df5be576dc5d26bf2b96673420d6bc5824e407.exe,425984,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,7,7.6745130567228275,0.6692839088148469,0.3323035606971153,0.0927875225360577,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,af535d2577e5b48270fa8af03579b8fba2176d4e3e777c68894bf6a0aea3eefb.exe,data\raw\benign\af535d2577e5b48270fa8af03579b8fba2176d4e3e777c68894bf6a0aea3eefb.exe,77752,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,6.310713071398204,5.092566711579266,0.4622260520629694,0.2042262578454573,256,18,2,2,0,0,0,2,2,0,0,0,0,0.0,0
benign,1c2fba06cc7e47dceb2a2670f6fcfbec90a24d053b9bb3715698202afdb03b97.exe,data\raw\benign\1c2fba06cc7e47dceb2a2670f6fcfbec90a24d053b9bb3715698202afdb03b97.exe,53816,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,6.135627363335308,5.259949870317858,0.383138843466627,0.2781700609484168,256,20,1,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,0acbd96443e33ed3c7bb5928e381f4440eb99308be50ab1a869a7bc118e57076.ole,data\raw\malware\0acbd96443e33ed3c7bb5928e381f4440eb99308be50ab1a869a7bc118e57076.ole,135948,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,6,5.927628419170604,3.421290367319551,0.3198575926089387,0.3291846882631594,256,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,0d5db9a50f420df283c2401bcdfb5204d70088daa88cd2bba5eae86c3e1ad78a.exe,data\raw\malware\0d5db9a50f420df283c2401bcdfb5204d70088daa88cd2bba5eae86c3e1ad78a.exe,131168,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,6.8546652077382495,5.295683819096872,0.2928381922420102,0.1904656623566723,256,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2acd4e73e3673e636a145fdad2bf026d0e0f8fc935af3fec7cf567f3904116f9.exe,data\raw\malware\2acd4e73e3673e636a145fdad2bf026d0e0f8fc935af3fec7cf567f3904116f9.exe,332288,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,7.957550142599264,2.8135802230043465,0.3701517960323575,0.02228187596302,256,0,0,13,0,0,0,13,13,0,0,0,0,0.0,0
benign,31a079b5bdd155cb58860afa1e068f8564d7a4a9492aab347e35a724db1849e9.exe,data\raw\benign\31a079b5bdd155cb58860afa1e068f8564d7a4a9492aab347e35a724db1849e9.exe,580264,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,6.136446574757199,5.440208973195711,0.3414049467139095,0.253600085478334,256,31,1,67,0,0,0,67,67,0,0,0,0,0.0,0
malware,1ccd12c7a63f087e44d2ca5af405f372c2c4d11700d79a97bd3644cf405c26bf.exe,data\raw\malware\1ccd12c7a63f087e44d2ca5af405f372c2c4d11700d79a97bd3644cf405c26bf.exe,458752,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,6,7.463844548323586,0.6982937345829546,0.3183811732700893,0.1319187709263392,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,002ce0d28ec990aadbbc89df457189de37d8adaadc9c084b78eb7be9a9820c81.exe,data\raw\benign\002ce0d28ec990aadbbc89df457189de37d8adaadc9c084b78eb7be9a9820c81.exe,400848,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,4,6.205815553975595,5.79758821195126,0.3221994371931505,0.2153260088612142,256,16,1,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,ac25fd6d32db135a0e85645337794cd21f2952cbde4bfb2e43ffb6579a8827b1.ole,data\raw\benign\ac25fd6d32db135a0e85645337794cd21f2952cbde4bfb2e43ffb6579a8827b1.ole,4533768,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,1,0,0,,151,7.918764479110063,6.439340079501018,0.3576711468253338,0.0191483110737029,256,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,c3afcf2e6f64303f8377793255b38f6d677ca8eab9eddae65693c1235d05a1ae.exe,data\raw\benign\c3afcf2e6f64303f8377793255b38f6d677ca8eab9eddae65693c1235d05a1ae.exe,42168,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,6.188099897873017,5.214813723646635,0.5024426105103396,0.2376920887877063,256,16,2,2,0,0,0,2,2,0,0,0,0,0.0,0
benign,72bc39297e239de515b1384d1df053109eb71567ddc3b94cf7b27ad3a5ad31fe.exe,data\raw\benign\72bc39297e239de515b1384d1df053109eb71567ddc3b94cf7b27ad3a5ad31fe.exe,56120,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,6.118058738785007,5.5887950912507565,0.3940128296507484,0.2768531717747683,256,20,1,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,ba7fc2011aae587df6179f7657cc4cf337da0cfe235f209b98c1e95bd17abb07.exe,data\raw\benign\ba7fc2011aae587df6179f7657cc4cf337da0cfe235f209b98c1e95bd17abb07.exe,48840,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,6.164987497978968,5.64069683063076,0.3118959868959869,0.2551392301392301,256,16,0,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,1d720ca43b54420dc297a0c40a4541017feb6bdc10765197867818d1810d21bf.exe,data\raw\benign\1d720ca43b54420dc297a0c40a4541017feb6bdc10765197867818d1810d21bf.exe,224448,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,6.051339765885733,5.40649089515647,0.3745143641288851,0.2547850727117194,256,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,c9ec3caaf26a731e3ae6dc4e7b189a260749735c7b0634349fbc5cc406f1f383.exe,data\raw\benign\c9ec3caaf26a731e3ae6dc4e7b189a260749735c7b0634349fbc5cc406f1f383.exe,48128,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,6.128681713662765,5.237337828890752,0.279546210106383,0.2209109042553191,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,d3062f93740551d2f3aa0a386587f7cc5ab4c524477845ca4d2544764d0bf119.exe,data\raw\benign\d3062f93740551d2f3aa0a386587f7cc5ab4c524477845ca4d2544764d0bf119.exe,37576,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,6.463257647077206,4.768361768259026,0.422982754949968,0.2039865871833085,256,16,1,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,3b3f421cee870d2c3615a30bb5cb4375ee0706507d3426746eb53f8ee1e89b31.exe,data\raw\malware\3b3f421cee870d2c3615a30bb5cb4375ee0706507d3426746eb53f8ee1e89b31.exe,195584,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,7.784649860296475,5.626485999872089,0.3703217032068063,0.0602758916884816,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,1dc15a880a81530fc3bb9054c32e00d0071f81e199abd26581bbcca7bde7fced.exe,data\raw\malware\1dc15a880a81530fc3bb9054c32e00d0071f81e199abd26581bbcca7bde7fced.exe,430080,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,7.658062568090992,0.7019623917353132,0.3322242373511905,0.0937895275297619,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,3b610a0aa4890a007dcf6df33178a042c25d7ae68a3fdff4d368a5728f811a78.ole,data\raw\malware\3b610a0aa4890a007dcf6df33178a042c25d7ae68a3fdff4d368a5728f811a78.ole,169354,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,13,5.754255710651583,1.5728037756193889,0.3576354854328802,0.3562242403486189,256,1,0,3,0,0,0,3,3,0,0,0,0,0.0,0
malware,2a3d73d8e391636548a28421a0cceeaa7fab08cb60380bf090a57a1af35b96fb.ole,data\raw\malware\2a3d73d8e391636548a28421a0cceeaa7fab08cb60380bf090a57a1af35b96fb.ole,137341,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,6,5.935327790442226,3.421290367319551,0.3269016535484669,0.3256929831587071,256,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,4e526c15684a2c7e327d1a5e54d0fc3d227bd6fd790cc5f495111a09c0bf74de.exe,data\raw\benign\4e526c15684a2c7e327d1a5e54d0fc3d227bd6fd790cc5f495111a09c0bf74de.exe,60416,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,6.363316104632442,5.314217076139931,0.3667902542372881,0.1642942266949152,256,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,4ea275757f53c5793c27078748cc15c076565b121f3dfdb12db93981ea76ed24.exe,data\raw\benign\4ea275757f53c5793c27078748cc15c076565b121f3dfdb12db93981ea76ed24.exe,53448,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,7.15640572708432,5.070051108807295,0.3226313426133812,0.1484246370303846,256,16,1,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,4bbd4db544dc9fc6600c983bba42b07f3e9ada5501f2ec0d011c04c065f3eb41.exe,data\raw\benign\4bbd4db544dc9fc6600c983bba42b07f3e9ada5501f2ec0d011c04c065f3eb41.exe,248320,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,6.279216875909634,5.5038264225776725,0.3228052512886598,0.2029478092783505,256,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0
malware,2b7252cfd35fee0e86004af2749cd115e6ff27353deb6c2624421b2e835e7119.exe,data\raw\malware\2b7252cfd35fee0e86004af2749cd115e6ff27353deb6c2624421b2e835e7119.exe,430080,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,6,7.659091617344294,0.667482966338618,0.3323683965773809,0.095707775297619,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,1d9284fd7818d17f4aa4d07b6497735ed8522f9925b348a3fa5ba96a976a5927.exe,data\raw\benign\1d9284fd7818d17f4aa4d07b6497735ed8522f9925b348a3fa5ba96a976a5927.exe,57856,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,4,6.099463045548836,3.8730676205917214,0.2497753042035398,0.2453505254424778,256,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,26ddd2790fff669f1fdcd301f777ec8975b88a2e8d6d023a1576cebbe81f76e9.ole,data\raw\benign\26ddd2790fff669f1fdcd301f777ec8975b88a2e8d6d023a1576cebbe81f76e9.ole,380928,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,2,4.43681614220983,3.464363923870477,0.1705991683467742,0.5127766927083334,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,a25def518b93fb698d87ab0372568986b630c5907c27e27959fd3b6570f59ff4.exe,data\raw\benign\a25def518b93fb698d87ab0372568986b630c5907c27e27959fd3b6570f59ff4.exe,60600,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,6.513345032069534,4.996885841703098,0.3531518151815181,0.1994389438943894,256,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,0fd1ea9df6c248cc1ef6ac65fc534db5ffb946cd912f8199503dd93fecbda5c0.ole,data\raw\malware\0fd1ea9df6c248cc1ef6ac65fc534db5ffb946cd912f8199503dd93fecbda5c0.ole,157641,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,6,5.7707374344246185,1.6197459551897646,0.3470607265876263,0.3590943980309691,256,1,0,3,0,0,0,3,3,0,0,0,0,0.0,0
malware,2b85379b4e85f2c84e4034e3842cade535ae5a06007b32825e74cc50d7694ab7.ole,data\raw\malware\2b85379b4e85f2c84e4034e3842cade535ae5a06007b32825e74cc50d7694ab7.ole,190906,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,9,6.02819098818093,1.64811209317185,0.3533257205116654,0.3307229736100489,256,1,0,3,0,0,0,3,3,0,0,0,0,0.0,0
